learner_id,proficiency_level,learning_goal,session_num,activity_type,content_difficulty,prev_score,real_time_score,engagement_level,adaptive_action,path_updated,reward_signal,next_proficiency
L0022,Beginner,JLPT N5,6,Listening,3.85,58.93,41.77,0.86,Test,False,-0.7,1.14
L0062,Advanced,Reading,2,Grammar,3.93,58.64,46.83,0.73,Test,False,-0.53,1.47
L0007,Advanced,Writing,11,Grammar,5.05,66.0,65.44,0.68,Advance,False,-0.03,1.74
L0024,Advanced,JLPT N5,9,Vocabulary,9.45,92.28,99.91,0.35,Repeat,False,0.36,1.61
L0086,Beginner,Conversational,7,Vocabulary,5.12,60.94,57.51,0.73,Repeat,False,-0.17,1.16
L0066,Intermediate,Writing,14,Kanji,3.45,98.48,99.35,0.5,Test,True,0.04,1.79
L0030,Beginner,Reading,6,Listening,4.94,59.71,47.02,0.53,Revise,False,-0.56,1.5
L0008,Intermediate,JLPT N5,1,Listening,2.34,94.39,87.79,0.87,Repeat,True,-0.32,2.09
L0029,Beginner,Reading,6,Kanji,4.36,33.92,20.24,0.97,Revise,True,-0.59,1.0
L0100,Beginner,Conversational,2,Grammar,5.42,61.59,76.68,0.99,Revise,False,0.64,1.69
L0073,Beginner,JLPT N5,1,Listening,3.74,71.48,74.87,0.45,Advance,True,0.17,1.55
L0031,Intermediate,Reading,17,Listening,1.05,80.21,80.77,0.34,Revise,True,0.03,1.92
L0029,Beginner,Conversational,1,Listening,4.91,51.5,65.41,0.39,Test,False,0.6,1.38
L0041,Advanced,JLPT N4,14,Kanji,6.14,65.03,59.84,0.85,Revise,True,-0.25,1.77
L0095,Intermediate,JLPT N4,18,Listening,4.61,52.57,45.0,0.3,Revise,False,-0.36,1.62
L0080,Advanced,Writing,16,Kanji,3.54,99.62,84.04,0.79,Revise,True,-0.65,2.41
L0082,Beginner,Reading,19,Grammar,3.85,60.75,52.9,0.7,Revise,False,-0.37,1.65
L0038,Advanced,Writing,9,Kanji,5.06,52.63,47.92,0.6,Test,False,-0.23,1.69
L0072,Beginner,Conversational,11,Kanji,4.34,44.52,63.03,0.96,Test,True,0.73,1.58
L0068,Advanced,Conversational,5,Vocabulary,5.45,62.03,67.59,0.79,Test,False,0.27,1.51
L0081,Beginner,Conversational,1,Grammar,2.72,94.07,100.0,0.41,Repeat,False,0.29,1.84
L0077,Intermediate,Writing,9,Kanji,2.42,74.93,77.85,0.74,Revise,True,0.15,1.91
L0098,Beginner,JLPT N4,11,Kanji,1.58,60.15,52.93,0.55,Repeat,False,-0.35,1.43
L0064,Beginner,JLPT N4,13,Vocabulary,3.37,72.64,60.14,0.99,Revise,True,-0.55,1.55
L0065,Intermediate,Conversational,2,Grammar,2.77,87.95,81.98,0.75,Repeat,False,-0.29,1.48
L0090,Intermediate,Writing,16,Grammar,5.32,90.43,88.07,0.41,Revise,True,-0.12,1.86
L0002,Advanced,Reading,6,Grammar,2.76,86.04,75.78,0.63,Test,False,-0.47,1.83
L0093,Intermediate,JLPT N4,5,Grammar,5.81,100.0,79.08,0.35,Advance,False,-0.78,1.78
L0031,Beginner,Conversational,7,Vocabulary,2.01,38.14,45.35,0.64,Test,False,0.35,1.34
L0057,Advanced,JLPT N4,18,Grammar,4.17,81.27,79.23,0.73,Advance,True,-0.1,1.76
L0090,Intermediate,Conversational,15,Grammar,3.19,93.58,84.57,0.56,Revise,True,-0.42,1.35
L0041,Advanced,Writing,17,Listening,5.68,79.69,73.7,0.6,Repeat,True,-0.29,1.63
L0049,Advanced,JLPT N5,12,Grammar,5.15,88.34,85.66,0.83,Advance,False,-0.13,2.16
L0058,Advanced,JLPT N4,1,Listening,7.54,55.3,39.12,0.76,Revise,False,-0.67,1.47
L0058,Intermediate,Writing,11,Grammar,5.24,68.6,88.19,0.65,Advance,False,0.75,1.79
L0038,Beginner,Writing,15,Kanji,4.85,72.95,68.38,0.93,Advance,True,-0.22,1.71
L0010,Intermediate,Writing,1,Kanji,7.2,64.29,76.19,0.53,Repeat,True,0.53,2.08
L0022,Advanced,JLPT N4,5,Kanji,1.0,74.69,95.61,0.31,Repeat,False,0.78,1.95
L0012,Intermediate,JLPT N4,13,Listening,1.02,59.88,58.04,0.65,Revise,False,-0.09,1.36
L0052,Advanced,Reading,13,Vocabulary,3.43,96.59,97.6,0.87,Repeat,False,0.05,2.07
L0030,Beginner,Conversational,13,Vocabulary,6.6,41.9,48.36,0.68,Advance,False,0.31,1.26
L0014,Advanced,JLPT N4,2,Listening,3.71,80.26,68.97,0.92,Revise,True,-0.51,1.86
L0025,Intermediate,Reading,1,Vocabulary,5.51,56.54,50.87,0.47,Advance,True,-0.28,1.68
L0093,Beginner,JLPT N5,10,Vocabulary,3.66,86.23,95.3,0.97,Advance,False,0.42,2.21
L0004,Beginner,Writing,18,Listening,7.45,46.29,58.74,0.75,Repeat,True,0.55,2.03
L0040,Intermediate,Writing,7,Kanji,3.51,48.09,45.67,0.62,Advance,True,-0.12,1.5
L0018,Beginner,Writing,7,Listening,5.99,63.12,57.83,0.91,Repeat,False,-0.26,1.75
L0089,Intermediate,JLPT N5,19,Grammar,5.27,70.38,63.22,0.88,Test,False,-0.34,1.79
L0065,Advanced,JLPT N4,3,Kanji,5.34,56.17,67.85,0.67,Test,True,0.53,1.68
L0019,Beginner,Writing,5,Vocabulary,2.32,66.75,99.15,0.87,Repeat,True,0.92,2.17
L0009,Beginner,Reading,14,Listening,3.46,74.89,74.92,0.93,Test,False,0.0,2.11
L0064,Advanced,Writing,8,Listening,4.78,64.33,52.68,0.82,Repeat,True,-0.52,1.55
L0041,Beginner,JLPT N5,4,Vocabulary,8.31,79.35,81.74,0.77,Revise,False,0.12,1.91
L0088,Beginner,Conversational,9,Vocabulary,7.38,85.28,61.32,0.46,Repeat,True,-0.83,1.57
L0094,Beginner,Conversational,1,Kanji,6.0,81.31,90.69,0.42,Advance,True,0.44,1.66
L0021,Beginner,Writing,1,Listening,5.87,78.37,80.28,0.72,Revise,True,0.1,1.85
L0061,Advanced,Reading,16,Grammar,4.57,82.56,79.35,0.52,Test,False,-0.16,1.48
L0090,Advanced,Writing,17,Grammar,6.15,54.87,57.39,0.54,Advance,False,0.13,1.48
L0038,Advanced,JLPT N5,18,Vocabulary,2.99,64.61,55.35,0.7,Revise,True,-0.43,1.51
L0055,Beginner,JLPT N5,13,Grammar,1.73,84.52,83.41,0.74,Repeat,False,-0.06,1.78
L0044,Intermediate,Reading,10,Vocabulary,1.07,61.19,44.85,0.42,Advance,False,-0.67,1.36
L0001,Intermediate,JLPT N4,17,Listening,2.15,71.04,79.67,0.35,Repeat,True,0.41,1.46
L0077,Beginner,Writing,11,Listening,6.18,80.93,89.2,0.77,Test,False,0.39,2.09
L0033,Beginner,Reading,9,Vocabulary,4.29,71.64,84.6,0.65,Repeat,False,0.57,1.96
L0041,Advanced,JLPT N4,9,Kanji,4.82,70.49,78.1,0.59,Advance,False,0.36,1.88
L0074,Advanced,Conversational,13,Kanji,5.68,92.5,93.25,0.66,Test,False,0.04,2.14
L0077,Intermediate,JLPT N4,10,Vocabulary,5.1,80.84,77.18,0.37,Advance,True,-0.18,2.25
L0078,Intermediate,JLPT N4,7,Kanji,3.46,62.03,76.6,0.7,Repeat,False,0.62,1.93
L0048,Advanced,JLPT N4,19,Listening,5.42,84.52,83.44,0.89,Advance,False,-0.05,1.62
L0087,Intermediate,Reading,16,Vocabulary,2.44,56.57,43.2,0.33,Repeat,True,-0.58,1.7
L0009,Beginner,Conversational,20,Listening,4.29,69.78,67.06,0.61,Repeat,True,-0.13,1.54
L0074,Intermediate,JLPT N4,14,Listening,3.47,68.58,67.23,0.99,Test,True,-0.07,1.83
L0052,Intermediate,Reading,18,Grammar,2.57,64.77,66.41,0.95,Test,False,0.08,1.47
L0074,Beginner,Writing,6,Listening,4.67,56.93,57.65,0.67,Advance,False,0.04,1.72
L0081,Beginner,Reading,4,Kanji,4.77,76.76,85.13,0.69,Revise,False,0.4,1.78
L0082,Advanced,JLPT N5,19,Grammar,3.82,73.46,62.12,0.82,Repeat,True,-0.51,1.69
L0094,Beginner,JLPT N4,19,Listening,9.68,57.09,62.43,0.51,Revise,True,0.26,1.48
L0100,Intermediate,Reading,1,Vocabulary,4.69,54.1,81.19,0.77,Test,True,0.88,1.97
L0055,Advanced,Writing,18,Grammar,4.77,72.22,64.6,0.57,Test,True,-0.36,1.69
L0073,Beginner,Reading,7,Kanji,2.12,82.4,74.17,0.8,Test,False,-0.39,1.69
L0009,Advanced,Reading,1,Grammar,5.91,66.75,74.27,0.74,Advance,False,0.36,1.58
L0053,Advanced,JLPT N5,14,Listening,5.09,84.34,79.49,0.92,Revise,False,-0.24,1.79
L0054,Advanced,Conversational,15,Vocabulary,4.97,80.25,86.16,0.32,Test,True,0.29,1.82
L0083,Intermediate,Reading,1,Listening,2.06,59.91,61.09,0.95,Test,False,0.06,1.71
L0044,Advanced,Reading,9,Grammar,4.02,60.76,53.59,0.37,Advance,True,-0.34,1.47
L0016,Advanced,Writing,18,Kanji,4.68,56.23,57.15,0.48,Test,True,0.05,1.26
L0050,Advanced,JLPT N4,1,Vocabulary,3.86,73.05,77.68,0.68,Advance,True,0.23,1.8
L0028,Beginner,Writing,7,Kanji,4.27,95.67,100.0,0.37,Test,True,0.21,1.62
L0052,Intermediate,Conversational,20,Listening,2.31,64.07,86.45,0.78,Repeat,True,0.81,1.68
L0027,Advanced,JLPT N4,17,Kanji,1.0,57.98,65.84,0.39,Revise,False,0.37,1.48
L0048,Beginner,JLPT N5,15,Grammar,4.09,78.62,65.85,0.89,Repeat,False,-0.56,1.81
L0025,Intermediate,Conversational,19,Vocabulary,1.0,67.76,53.45,0.4,Revise,True,-0.61,1.44
L0053,Beginner,JLPT N4,11,Listening,1.75,59.5,59.9,0.58,Test,True,0.02,1.55
L0100,Beginner,JLPT N4,12,Vocabulary,3.9,53.54,76.46,0.76,Advance,True,0.82,2.14
L0062,Beginner,JLPT N5,20,Grammar,3.92,49.95,65.23,0.37,Test,True,0.64,1.55
L0074,Advanced,Writing,3,Vocabulary,4.05,50.43,41.5,0.41,Repeat,True,-0.42,1.09
L0024,Advanced,JLPT N5,9,Listening,4.3,67.21,65.68,0.93,Test,True,-0.08,2.03
L0038,Intermediate,JLPT N4,6,Listening,1.6,69.0,70.93,0.45,Repeat,True,0.1,1.9
L0068,Intermediate,Writing,13,Grammar,3.78,69.57,58.41,0.87,Test,True,-0.51,1.38
L0051,Intermediate,Reading,15,Listening,6.16,85.72,80.95,0.78,Repeat,False,-0.23,2.14
L0037,Beginner,Conversational,17,Vocabulary,6.58,53.22,70.89,0.8,Advance,False,0.71,1.5
L0027,Intermediate,Reading,20,Kanji,2.71,53.01,44.9,0.74,Repeat,False,-0.38,1.5
L0021,Intermediate,JLPT N4,8,Kanji,5.79,63.93,68.98,0.54,Test,False,0.25,1.97
L0064,Intermediate,Reading,6,Kanji,3.03,67.91,87.49,0.45,Test,False,0.75,2.04
L0041,Advanced,Conversational,17,Grammar,2.99,65.03,79.19,0.95,Test,False,0.61,1.95
L0048,Beginner,Reading,2,Listening,3.8,72.09,72.83,0.77,Repeat,False,0.04,1.92
L0080,Advanced,Writing,7,Listening,4.28,81.13,80.21,0.72,Revise,False,-0.05,1.59
L0049,Advanced,Writing,5,Kanji,6.29,72.31,70.37,0.48,Test,False,-0.1,1.68
L0005,Advanced,JLPT N5,3,Listening,5.07,83.67,91.77,0.8,Advance,True,0.38,2.1
L0061,Intermediate,JLPT N4,5,Vocabulary,6.33,54.68,51.5,0.85,Revise,True,-0.16,1.22
L0027,Advanced,JLPT N5,3,Vocabulary,7.02,50.84,54.96,0.94,Test,True,0.2,1.39
L0092,Intermediate,Conversational,11,Vocabulary,3.55,64.76,56.06,0.62,Test,False,-0.41,1.42
L0045,Advanced,JLPT N4,18,Kanji,5.61,61.74,55.58,0.95,Test,True,-0.3,1.61
L0056,Intermediate,JLPT N5,20,Vocabulary,3.38,82.85,82.17,0.89,Advance,False,-0.03,1.83
L0095,Intermediate,Conversational,4,Grammar,4.34,86.66,61.97,0.51,Advance,False,-0.84,1.73
L0088,Intermediate,Conversational,6,Listening,3.36,100.0,99.95,0.89,Repeat,True,-0.0,2.19
L0095,Beginner,Writing,20,Vocabulary,2.69,100.0,91.93,0.31,Advance,True,-0.38,2.06
L0025,Beginner,JLPT N4,8,Grammar,1.88,91.28,94.77,0.9,Advance,True,0.17,2.0
L0077,Advanced,Writing,3,Vocabulary,6.38,63.33,64.72,0.99,Test,False,0.07,1.64
L0074,Beginner,JLPT N4,18,Listening,6.55,79.27,77.1,0.8,Advance,False,-0.11,1.42
L0085,Intermediate,JLPT N5,19,Vocabulary,6.95,79.36,62.82,0.46,Test,True,-0.68,1.42
L0008,Intermediate,Writing,7,Kanji,2.29,81.02,60.25,0.61,Revise,False,-0.78,1.56
L0011,Intermediate,JLPT N5,2,Listening,5.79,59.79,57.76,0.5,Advance,False,-0.1,1.47
L0046,Intermediate,Reading,2,Listening,5.49,95.97,100.0,0.82,Repeat,False,0.2,1.88
L0014,Beginner,Writing,9,Listening,7.24,89.12,87.4,0.71,Test,True,-0.09,2.09
L0051,Beginner,Writing,6,Grammar,4.2,57.81,56.06,0.82,Revise,True,-0.09,1.72
L0045,Intermediate,JLPT N4,1,Kanji,6.48,60.89,54.96,0.97,Test,True,-0.29,1.82
L0018,Advanced,Writing,7,Listening,4.84,77.64,82.65,0.78,Repeat,True,0.25,1.59
L0034,Advanced,Reading,16,Grammar,1.0,66.83,58.18,0.88,Test,False,-0.41,1.8
L0018,Beginner,Conversational,16,Listening,6.76,48.49,51.79,0.5,Revise,True,0.16,1.36
L0046,Intermediate,Conversational,13,Listening,6.42,62.51,62.73,0.7,Advance,True,0.01,1.52
L0042,Intermediate,Conversational,6,Grammar,4.84,74.6,70.22,0.58,Repeat,True,-0.22,1.74
L0017,Beginner,Reading,9,Listening,3.35,94.72,92.47,0.58,Revise,True,-0.11,2.12
L0053,Beginner,JLPT N5,10,Vocabulary,5.99,67.93,65.6,0.48,Advance,False,-0.12,1.77
L0085,Advanced,JLPT N4,19,Kanji,2.91,78.89,78.85,0.91,Repeat,True,-0.0,2.16
L0028,Advanced,Conversational,6,Vocabulary,7.71,63.0,56.71,0.56,Repeat,False,-0.3,1.04
L0043,Intermediate,Conversational,7,Grammar,8.07,88.19,81.94,0.76,Repeat,False,-0.3,1.67
L0048,Intermediate,JLPT N5,6,Vocabulary,4.2,80.82,66.39,0.53,Revise,False,-0.62,1.69
L0060,Intermediate,Conversational,10,Kanji,3.59,75.45,68.7,0.83,Repeat,False,-0.33,1.44
L0068,Advanced,JLPT N5,13,Grammar,6.23,44.77,51.34,0.56,Advance,False,0.32,1.49
L0070,Beginner,Writing,5,Vocabulary,4.29,92.31,91.83,0.91,Repeat,True,-0.02,2.05
L0018,Intermediate,JLPT N5,20,Grammar,5.58,77.43,69.29,0.78,Test,False,-0.39,1.64
L0003,Intermediate,Conversational,15,Listening,7.07,56.34,53.9,0.37,Test,False,-0.12,1.6
L0078,Beginner,Conversational,3,Listening,3.0,62.84,66.57,0.83,Advance,True,0.18,1.68
L0008,Intermediate,Conversational,6,Kanji,1.0,74.59,73.16,0.48,Test,True,-0.07,1.54
L0081,Intermediate,Writing,5,Listening,7.49,83.02,100.0,0.55,Test,False,0.69,1.9
L0036,Beginner,Reading,5,Kanji,6.6,72.63,59.95,0.9,Test,True,-0.56,1.96
L0098,Beginner,Conversational,8,Listening,4.54,67.04,56.25,0.65,Repeat,True,-0.49,1.43
L0016,Intermediate,JLPT N5,12,Kanji,7.61,46.31,35.92,0.38,Revise,False,-0.48,1.62
L0036,Advanced,JLPT N5,7,Kanji,2.98,76.73,64.91,0.46,Test,True,-0.53,1.73
L0004,Beginner,Reading,7,Vocabulary,4.26,82.11,93.3,0.61,Repeat,False,0.51,1.99
L0083,Advanced,Reading,10,Grammar,5.04,57.96,63.75,0.73,Test,False,0.28,1.73
L0008,Beginner,JLPT N4,8,Vocabulary,3.05,79.93,79.76,0.66,Repeat,True,-0.01,1.72
L0081,Beginner,JLPT N4,15,Listening,5.46,55.06,62.5,0.73,Test,True,0.36,1.76
L0033,Advanced,JLPT N5,18,Listening,6.89,75.51,68.49,0.42,Revise,False,-0.34,1.65
L0043,Beginner,Conversational,20,Grammar,5.79,58.79,55.98,0.35,Test,False,-0.14,1.28
L0088,Intermediate,Conversational,19,Vocabulary,7.42,85.32,94.25,0.38,Revise,True,0.42,1.97
L0039,Intermediate,JLPT N4,6,Vocabulary,2.94,67.05,47.12,0.5,Repeat,True,-0.76,1.73
L0097,Intermediate,JLPT N4,11,Kanji,7.12,45.78,33.89,0.39,Advance,True,-0.53,1.39
L0018,Beginner,Conversational,16,Vocabulary,6.01,69.48,76.77,0.32,Revise,False,0.35,1.89
L0086,Beginner,Conversational,7,Grammar,4.72,56.56,72.58,0.88,Revise,False,0.66,1.71
L0097,Advanced,JLPT N4,19,Listening,5.51,43.1,40.22,0.46,Test,True,-0.14,1.45
L0061,Advanced,JLPT N4,6,Listening,7.92,83.53,86.01,0.9,Advance,False,0.12,1.88
L0097,Intermediate,Reading,7,Vocabulary,1.0,51.37,56.51,0.57,Revise,False,0.25,1.88
L0021,Intermediate,Conversational,10,Vocabulary,5.0,43.02,38.46,0.53,Revise,True,-0.22,1.19
L0063,Beginner,Conversational,19,Kanji,8.78,80.35,69.81,0.63,Advance,True,-0.48,1.9
L0033,Beginner,JLPT N4,14,Vocabulary,3.43,73.05,79.87,0.71,Repeat,False,0.33,1.99
L0079,Intermediate,Writing,16,Vocabulary,5.0,79.01,80.38,0.68,Test,True,0.07,1.94
L0020,Intermediate,JLPT N5,7,Listening,5.53,73.8,66.77,0.3,Revise,True,-0.34,1.64
L0030,Advanced,Reading,1,Listening,6.47,81.48,72.29,0.82,Revise,False,-0.43,1.62
L0038,Beginner,Writing,5,Kanji,9.51,63.05,61.37,0.85,Test,False,-0.08,1.78
L0087,Intermediate,Conversational,8,Listening,3.48,64.1,67.92,0.34,Revise,True,0.19,1.42
L0095,Advanced,Conversational,8,Listening,1.0,68.58,62.92,0.81,Repeat,True,-0.28,1.42
L0013,Advanced,Reading,20,Listening,1.84,61.13,67.1,0.59,Repeat,True,0.29,1.44
L0040,Advanced,Reading,12,Vocabulary,6.25,97.15,100.0,0.38,Test,True,0.14,2.22
L0021,Advanced,Reading,19,Grammar,6.3,68.72,72.49,0.57,Revise,True,0.19,1.54
L0056,Beginner,JLPT N5,1,Vocabulary,6.31,58.03,68.94,0.67,Repeat,False,0.5,1.85
L0097,Intermediate,Reading,14,Listening,6.73,29.39,22.19,0.61,Advance,True,-0.35,1.04
L0039,Intermediate,Writing,13,Grammar,5.52,77.21,79.78,0.85,Repeat,False,0.13,2.2
L0037,Beginner,JLPT N5,7,Vocabulary,5.29,68.73,70.31,0.84,Advance,False,0.08,1.76
L0026,Beginner,JLPT N4,7,Listening,5.18,71.01,61.31,0.6,Revise,True,-0.45,1.37
L0053,Advanced,JLPT N5,1,Listening,3.97,56.12,38.56,0.5,Repeat,False,-0.71,1.25
L0030,Beginner,Reading,10,Grammar,7.5,86.23,82.92,0.55,Revise,False,-0.16,1.88
L0078,Intermediate,Conversational,17,Grammar,6.04,53.81,63.78,0.52,Revise,True,0.46,1.86
L0060,Intermediate,Conversational,16,Vocabulary,4.0,31.13,23.14,0.41,Revise,False,-0.38,1.0
L0035,Beginner,JLPT N4,12,Grammar,2.68,66.17,78.33,0.32,Advance,True,0.54,1.3
L0044,Advanced,JLPT N5,9,Listening,1.0,79.75,83.22,0.37,Test,True,0.17,1.85
L0085,Advanced,JLPT N5,3,Vocabulary,7.87,74.27,54.64,0.4,Test,False,-0.75,1.64
L0027,Intermediate,Writing,4,Listening,7.08,77.95,60.9,0.87,Advance,True,-0.69,1.81
L0049,Beginner,JLPT N5,15,Vocabulary,2.24,46.59,49.14,0.59,Revise,False,0.13,1.35
L0096,Beginner,JLPT N5,14,Grammar,5.04,72.37,58.81,0.48,Advance,False,-0.59,1.4
L0034,Advanced,Reading,9,Listening,6.62,74.98,100.0,0.94,Test,False,0.85,1.79
L0087,Beginner,Reading,5,Vocabulary,2.98,60.57,59.82,0.42,Advance,False,-0.04,1.72
L0055,Beginner,JLPT N4,2,Kanji,3.24,52.09,39.31,0.45,Revise,False,-0.56,1.59
L0080,Intermediate,JLPT N4,18,Listening,5.83,74.32,72.34,0.63,Test,True,-0.1,1.42
L0066,Advanced,Writing,2,Vocabulary,5.16,94.01,100.0,0.31,Revise,False,0.29,2.09
L0023,Beginner,JLPT N4,4,Vocabulary,8.34,86.31,84.48,0.58,Repeat,False,-0.09,1.73
L0037,Intermediate,Writing,15,Vocabulary,8.3,60.56,60.24,0.62,Revise,True,-0.02,1.61
L0059,Beginner,JLPT N4,15,Listening,4.95,57.53,53.64,0.53,Advance,False,-0.19,1.33
L0031,Beginner,Reading,1,Grammar,6.76,72.35,74.74,0.83,Revise,False,0.12,1.74
L0099,Intermediate,JLPT N5,15,Listening,3.46,74.18,76.91,0.99,Advance,False,0.14,2.0
L0066,Advanced,JLPT N4,18,Vocabulary,5.12,66.02,72.86,0.5,Advance,True,0.33,1.64
L0046,Intermediate,Conversational,19,Kanji,1.81,66.98,68.01,0.98,Repeat,True,0.05,1.87
L0097,Intermediate,JLPT N5,3,Grammar,6.08,78.3,100.0,0.72,Repeat,True,0.8,1.82
L0099,Intermediate,JLPT N5,13,Kanji,7.56,36.32,34.31,0.51,Revise,True,-0.1,1.94
L0036,Beginner,JLPT N5,16,Kanji,5.52,62.73,56.53,0.59,Repeat,True,-0.3,1.45
L0003,Intermediate,JLPT N4,12,Kanji,2.98,69.98,60.35,0.93,Advance,True,-0.45,1.06
L0005,Intermediate,JLPT N4,16,Kanji,4.96,79.36,84.17,0.32,Test,False,0.24,1.64
L0008,Intermediate,JLPT N5,19,Listening,2.01,69.82,68.09,0.4,Test,False,-0.09,1.59
L0058,Intermediate,Conversational,17,Kanji,2.7,71.64,75.5,0.54,Test,False,0.19,1.52
L0084,Advanced,JLPT N4,19,Vocabulary,3.84,66.13,59.77,0.6,Advance,True,-0.31,1.48
L0078,Intermediate,Writing,8,Kanji,3.81,67.46,65.81,0.62,Test,True,-0.08,1.82
L0066,Intermediate,JLPT N5,9,Kanji,3.97,84.29,76.42,0.65,Advance,True,-0.37,1.59
L0096,Beginner,Conversational,15,Grammar,2.83,79.91,80.92,0.8,Revise,False,0.05,2.26
L0087,Advanced,Conversational,16,Grammar,6.9,67.31,68.21,0.78,Repeat,False,0.04,1.92
L0093,Intermediate,Reading,5,Grammar,7.31,85.78,87.1,0.88,Repeat,True,0.07,1.88
L0036,Beginner,Reading,19,Vocabulary,2.3,63.17,49.7,0.42,Revise,True,-0.59,1.32
L0087,Intermediate,Reading,8,Vocabulary,5.09,90.97,63.17,0.38,Repeat,False,-0.88,1.43
L0033,Intermediate,JLPT N4,13,Kanji,8.38,93.18,77.17,0.34,Advance,False,-0.66,1.39
L0070,Advanced,Writing,19,Listening,5.18,64.7,63.51,0.95,Revise,True,-0.06,1.96
L0048,Beginner,Writing,19,Grammar,2.51,76.75,69.67,0.97,Repeat,False,-0.34,1.59
L0081,Advanced,JLPT N4,10,Vocabulary,3.97,50.67,45.31,0.82,Test,True,-0.26,1.77
L0014,Advanced,Writing,20,Vocabulary,5.84,63.01,59.34,0.58,Advance,True,-0.18,1.65
L0066,Beginner,Reading,17,Vocabulary,3.89,69.83,88.3,0.54,Advance,True,0.73,1.95
L0084,Intermediate,Reading,5,Vocabulary,6.47,59.14,50.13,0.9,Repeat,True,-0.42,1.42
L0060,Beginner,JLPT N5,13,Kanji,1.77,37.41,36.59,0.54,Test,False,-0.04,1.35
L0051,Advanced,JLPT N5,16,Vocabulary,4.01,95.71,85.38,0.65,Test,False,-0.48,1.8
L0072,Intermediate,JLPT N4,1,Listening,5.93,60.95,39.69,0.4,Repeat,False,-0.79,1.38
L0034,Advanced,Conversational,14,Grammar,3.34,84.44,85.62,0.41,Advance,True,0.06,1.55
L0066,Beginner,JLPT N5,16,Listening,4.14,50.48,46.19,0.76,Revise,True,-0.21,1.65
L0039,Intermediate,Reading,12,Grammar,5.33,66.07,61.9,0.47,Advance,True,-0.21,1.23
L0046,Advanced,Writing,6,Kanji,4.26,80.54,67.21,0.57,Revise,True,-0.58,1.91
L0005,Intermediate,Writing,1,Grammar,3.68,71.89,78.58,0.52,Repeat,False,0.32,2.01
L0004,Beginner,Reading,13,Listening,6.54,72.32,73.28,0.9,Revise,True,0.05,1.61
L0016,Intermediate,Reading,2,Vocabulary,5.39,78.06,72.28,0.94,Test,True,-0.28,1.71
L0006,Intermediate,JLPT N4,13,Listening,2.87,69.23,88.35,0.65,Revise,True,0.74,2.12
L0094,Advanced,Conversational,8,Listening,6.16,77.62,85.42,0.44,Test,True,0.37,1.96
L0009,Beginner,Writing,18,Grammar,4.45,59.92,47.38,0.71,Test,True,-0.56,1.36
L0002,Intermediate,Writing,10,Kanji,1.0,80.08,60.76,0.43,Test,False,-0.75,1.33
L0074,Beginner,Writing,2,Grammar,5.64,65.56,73.41,0.65,Test,False,0.37,1.41
L0044,Advanced,JLPT N4,8,Vocabulary,3.5,72.08,70.48,0.94,Revise,False,-0.08,1.81
L0010,Beginner,JLPT N4,4,Kanji,6.19,91.28,100.0,0.74,Repeat,True,0.41,2.27
L0057,Beginner,Reading,9,Vocabulary,4.54,53.12,50.63,0.98,Advance,False,-0.12,1.55
L0026,Intermediate,Conversational,12,Grammar,9.1,45.62,40.05,0.73,Revise,True,-0.27,1.41
L0045,Intermediate,JLPT N4,16,Kanji,8.61,70.28,66.21,0.38,Test,True,-0.2,1.86
L0062,Advanced,Conversational,13,Grammar,3.78,62.39,72.85,0.75,Revise,False,0.48,2.05
L0031,Intermediate,Conversational,8,Listening,5.35,63.79,76.93,0.98,Advance,True,0.58,1.63
L0008,Beginner,Conversational,3,Grammar,6.96,61.22,52.69,0.88,Advance,True,-0.4,1.39
L0041,Advanced,JLPT N5,13,Kanji,5.92,47.16,55.14,0.3,Advance,False,0.38,1.44
L0087,Beginner,Conversational,7,Vocabulary,5.88,74.82,75.37,0.45,Revise,True,0.03,1.67
L0030,Beginner,Conversational,10,Grammar,4.1,80.1,52.25,0.31,Repeat,False,-0.88,1.74
L0074,Intermediate,Reading,17,Kanji,8.07,78.96,71.85,0.38,Repeat,False,-0.34,1.74
L0041,Advanced,JLPT N5,15,Kanji,4.23,66.91,82.97,0.53,Test,True,0.67,1.41
L0004,Beginner,Reading,13,Grammar,2.26,87.7,95.02,0.75,Test,True,0.35,2.2
L0002,Intermediate,Conversational,11,Listening,1.88,90.71,99.17,0.78,Revise,True,0.4,2.09
L0035,Intermediate,JLPT N4,17,Kanji,9.24,60.77,66.89,0.74,Test,True,0.3,2.04
L0010,Intermediate,Reading,12,Vocabulary,7.01,39.78,48.06,0.9,Advance,False,0.39,1.26
L0001,Advanced,Conversational,6,Kanji,2.44,54.59,53.94,0.71,Repeat,False,-0.03,2.08
L0018,Intermediate,JLPT N5,6,Vocabulary,4.85,81.64,88.07,0.36,Revise,False,0.31,1.93
L0001,Intermediate,JLPT N4,6,Kanji,5.21,65.53,71.87,0.64,Test,True,0.31,1.64
L0069,Advanced,Reading,20,Vocabulary,7.78,70.52,61.48,0.33,Advance,True,-0.42,1.55
L0010,Beginner,JLPT N5,20,Listening,3.19,90.94,89.23,0.8,Revise,False,-0.09,2.14
L0026,Beginner,JLPT N4,16,Grammar,8.42,79.77,77.66,0.6,Test,False,-0.1,1.56
L0064,Intermediate,Writing,16,Kanji,4.04,69.33,82.75,0.97,Repeat,True,0.59,1.44
L0029,Beginner,Reading,2,Listening,4.58,76.94,82.15,0.8,Repeat,False,0.25,1.79
